Code,City,Airport,Country
BDF,Bradford (IL),Rinkenberger,USA
BDG,Blanding (UT),Blanding,USA
BDH,Bandar Lengeh,Bandar Lengeh,Iran
BDI,Bird Island,Bird Island,Seychelles
BDJ,Banjarmasin,Sjamsudin Noor,Indonesia
BDK,Bondoukou,Bondoukou,Cote d'Ivoire
BDL,"Hartford, Windsor Locks (CT)",Hartford Bradley International,USA
BDM,Bandirma,Bandirma,Turkey
BDN,Badin,Talhar,Pakistan
BDO,Bandung,Husein Sastranegara,Indonesia
BDP,Bhadrapur,Bhadrapur,Nepal
BDQ,Vadodara,Vadodara,India
BDR,Bridgeport (CT),Igor I. Sikorsky Mem.,USA
BDS,Brindisi,Papola Casale,Italy
BDT,Gbadolite,Gbadolite,Congo (DRC)
BDU,Bardufoss,Bardufoss,Norway
BDV,Moba,Moba,Congo (DRC)
BDW,Bedford Downs,Bedford Downs,Australia
BDX,Broadus (MT),Broadus Airport,USA
BDY,Bandon (OR),State,USA
BDZ,Baindoung,Baindoung,Papua New Guinea
BEA,Bereina,Bereina,Papua New Guinea
BEB,Benbecula,Benbecula,United Kingdom
BEC,Wichita (KS),Beech,USA
BED,Bedford (MA),Hanscom Field,USA
BEE,Beagle Bay,Beagle Bay,Australia
BEF,Bluefields,Bluefields,Nicaragua
BEG,Belgrade,Aerodrom Beograd,Serbia
BEH,Benton Harbor (MI),Ross Field,USA
BEI,Beica,Beica,Ethiopia
BEJ,Berau,Berau,Indonesia
BEK,Bareli,Bareli,India
BEL,Belem,Val de Cans International Airport,Brazil
BEM,Bossembele,Bossembele,Central African Republic
BEN,Benghazi,Benina International,Libya
BEO,Newcastle,Belmont,Australia
BEP,Bellary,Bellary,India
BEQ,Bury St Edmunds,Honington,United Kingdom
BER,Berlin,Metropolitan Area,Germany
BES,Brest,Guipavas,France
BET,Bethel (AK),Bethel Airport,USA
BEU,Bedourie,Bedourie,Australia
BEV,Beer Sheba,Beer Sheba,Israel
BEW,Beira,Beira,Mozambique
BEX,Benson,RAF Station,United Kingdom
BEY,Beirut,International,Lebanon
BEZ,Beru,Beru,Kiribati
BFB,Blue Fox Bay (AK),Blue Fox Bay,USA
BFC,Bloomfield,Bloomfield,Australia
BFD,Bradford (PA),Bradford,USA
BFE,Bielefeld,Bielefeld,Germany
BFF,Scottsbluff (NE),Scotts Bluff County,USA
BFG,Bullfrog Basin (UT),Bullfrog Basin,USA
BFH,Curitiba,Bacacheri,Brazil
BFI,Seattle (WA),Boeing Fld International,USA
BFJ,Ba,Ba,Fiji
BFK,Denver (CO),Buckley ANGB,USA
BFL,Bakersfield (CA),Meadows Field,USA
BFM,Mobile (AL),Mob Aerospace,USA
BFN,Bloemfontein,Bloemfontein International,South Africa
BFO,Buffalo Range,Buffalo Range,Zimbabwe
BFP,Beaver Falls (PA),Beaver Falls,USA
BFQ,Bahia Pinas,Bahia Pinas,Panama
BFR,Bedford (IN),Virgil I Grissom Muni,USA
BFS,Belfast,Belfast International Airport,United Kingdom
BFT,Beaufort (SC),County,USA
BFU,Bengbu,Bengbu,PR China
BFV,Buri Ram,Buri Ram,Thailand
BFX,Bafoussam,Bafoussam,Cameroon
BGA,Bucaramanga,Palo Negro,Colombia
BGB,Booue,Booue,Gabon
BGC,Braganca,Braganca,Portugal
BGD,Borger (TX),Borger,USA
BGE,Bainbridge (GA),Decatur County,USA
BGF,Bangui,Bangui,Central African Republic
BGG,Bongouanou,Bongouanou,Cote d'Ivoire
BGH,Boghe,Abbaye,Mauritania
BGI,Bridgetown,Grantley Adams International,Barbados
BGJ,Borgarfjordur Eystri,Borgarfjordur Eystri,Iceland
BGK,Big Creek,Big Creek,Belize
BGL,Baglung,Baglung,Nepal
BGM,Johnson City (NY),Greater Binghamton Airport,USA
BGN,Brueggen,R.A.F.,Germany
BGO,Bergen,Flesland,Norway
BGO,Bergen,Metropolitan Area,Norway
BGP,Bongo,Bongo,Gabon
BGQ,Big Lake (AK),Big Lake,USA
BGR,Bangor (ME),International,USA
BGS,Big Spring (TX),Webb AFB,USA
BGT,Bagdad (AZ),Bagdad,USA
BGU,Bangassou,Bangassou,Central African Republic
BGV,Bento Goncalves,Bento Goncalves,Brazil
BGW,Baghdad,Baghdad International Airport,Iraq
BGX,Bage,Bage,Brazil
BGY,Milan,Orio Al Serio,Italy
BGZ,Braga,Braga,Portugal
BHA,Bahia De Caraquez,Bahia De Caraquez,Ecuador
BHB,Bar Harbour (ME),Bar Harbour,USA
BHC,Bhurban,Bhurban Heliport,Pakistan
BHD,Belfast,George Best Belfast City Airport,United Kingdom
BHE,Blenheim,Blenheim,New Zealand
BHF,Bahia Cupica,Bahia Cupica,Colombia
BHG,Brus Laguna,Brus Laguna,Honduras
BHH,Bisha,Bisha,Saudi Arabia
BHI,Bahia Blanca,Comandante,Argentina
BHJ,Bhuj,Rudra Mata,India
BHK,Bukhara,Bukhara,Uzbekistan
BHL,Bahia Angeles,Bahia Angeles,Mexico
BHM,Birmingham (AL),Birmingham,USA
BHN,Beihan,Beihan,Yemen
BHO,Bhopal,Bhopal,India
BHP,Bhojpur,Bhojpur,Nepal
BHQ,Broken Hill,Broken Hill,Australia
BHR,Bharatpur,Bharatpur,Nepal
BHS,Bathurst,Raglan,Australia
BHT,Brighton Downs,Brighton Downs,Australia
BHU,Bhavnagar,Bhavnagar,India
BHV,Bahawalpur,Bahawalpur,Pakistan
BHW,Sargodha,Bhagatanwala Apt,Pakistan
BHX,Birmingham,International,United Kingdom
BHY,Beihai,Beihai,PR China
BHZ,Belo Horizonte,Metropolitan Area,Brazil
BIA,Bastia,Poretta,France
BIB,Baidoa,Baidoa,Somalia
BIC,Big Creek (AK),Big Creek,USA
BID,Block Island (RI),Block Island,USA
BIE,Beatrice (NE),Beatrice,USA
BIF,El Paso (TX),Biggs AAF,USA
BIG,Big Delta (AK),Intermediate Field,USA
BIH,Bishop (CA),Bishop,USA
BII,Bikini Atoll,Enyu Airfield,Marshall Islands
BIJ,Biliau,Biliau,Papua New Guinea
BIK,Biak,Mokmer,Indonesia
BIL,Billings (MT),Billings,USA
BIM,Bimini,International,Bahamas
BIN,Bamiyan,Bamiyan,Afghanistan
BIO,Bilbao,Bilbao,Spain
BIP,Bulimba,Bulimba,Australia
BIQ,Biarritz,Biarritz Parme,France
BIR,Biratnagar,Biratnagar,Nepal
BIS,Bismarck (ND),Bismarck,USA
BIT,Baitadi,Baitadi,Nepal
BIU,Bildudalur,Bildudalur,Iceland
BIV,Bria,Bria,Central African Republic
BIW,Billiluna,Billiluna,Australia
BIX,Biloxi (MS),Keesler AFB,USA
BIY,Bisho,Bisho,South Africa
BIZ,Bimin,Bimin,Papua New Guinea
BJA,Bejaia,Bejaia,Algeria
BJB,Bojnord,Bojnord,Iran
BJC,Broomfield (CO),Jeffco,USA
BJD,Bakkafjordur,Bakkafjordur,Iceland
BJF,Batsfjord,Båtsfjord Airport,Norway
BJG,Bolaang,Bolaang,Indonesia
BJH,Bajhang,Bajhang,Nepal
BJI,Bemidji (MN),Bemidji,USA
BJJ,Wooster (OH),Wayne County,USA
BJK,Benjina,Benjina,Indonesia
BJL,Banjul,Yundum International,Gambia
BJM,Bujumbura,Bujumbura International,Burundi
BJN,Bajone,Bajone,Mozambique
BJO,Bermejo,Bermejo,Bolivia
BJP,Braganca Paulista,Braganca Paulista,Brazil
BJR,Bahar Dar,Bahar Dar,Ethiopia
BJS,Beijing,Metropolitan Area,PR China
BJU,Bajura,Bajura Airport,Nepal
BJV,Bodrum.,Milas Airport,Turkey
BJW,Bajawa,Bajawa,Indonesia
BJX,Leon/Guanajuato,Del Bajio,Mexico
BJY,Belgrade,Batajnica,Serbia
BJZ,Badajoz,Talaveral La Real,Spain
BKA,Moscow,Bykovo,Russia
BKB,Bikaner,Bikaner,India
BKC,Buckland (AK),Buckland,USA
BKD,Breckenridge (TX),Stephens County,USA
BKE,Baker (OR),Baker,USA
BKF,Brooks Lake (AK),Brooks Lake,USA
BKH,Kekaha (HI),Barking Sands,USA
BKI,Kota Kinabalu,Kota Kinabalu,Malaysia
BKJ,Boke,Boke,Guinea
BKK,Bangkok,Suvarnabhumi International,Thailand
BKK,Bangkok,Metropolitan Area,Thailand
BKL,Cleveland (OH),Burke Lakefront,USA
BKM,Bakalalan,Bakalalan,Malaysia
BKN,Birni Nkoni,Birni Nkoni,Niger
BKO,Bamako,Bamako,Mali
BKP,Barkly Downs,Barkly Downs,Australia
BKQ,Blackall,Blackall,Australia
BKR,Bokoro,Bokoro,Chad
BKS,Bengkulu,Padangkemiling,Indonesia
BKT,Blackstone (VA),Blackstone AAF,USA
BKU,Betioky,Betioky,Madagascar
BKW,Beckley (WV),Beckley,USA
BKX,Brookings (SD),Brookings,USA
BKY,Bukavu,Kamenbe,Congo (DRC)
BKZ,Bukoba,Bukoba,Tanzania
BLA,Barcelona,Gen. J A Anzoategui,Venezuela
BLB,Balboa,Balboa,Panama
BLC,Bali,Bali,Cameroon
BLD,Boulder City (NV),Boulder City,USA
BLE,Borlange/Falun,Dala,Sweden
BLF,Princeton (WV),Bluefield/Princeton Airport,USA
BLG,Belaga,Belaga,Malaysia
BLH,Blythe (CA),Blythe,USA
BLI,Bellingham (WA),Bellingham,USA
BLJ,Batna,Batna,Algeria
BLK,Blackpool,Blackpool,United Kingdom
BLL,Billund,Billund,Denmark
BLM,Belmar (NJ),Monmouth County,USA
BLN,Benalla,Benalla,Australia
BLO,Blonduos,Blonduos,Iceland
BLP,Bellavista,Bellavista,Peru
BLQ,Bologna,Guglielmo Marconi,Italy
BLR,Bangalore,Bengaluru International Airport,India
BLS,Bollon,Bollon,Australia
BLT,Blackwater,Blackwater,Australia
BLU,Blue Canyon (CA),Blue Canyon,USA
BLV,Belleville (IL),Scott AFB/Mid America,USA
BLW,Waimanalo (HI),Bellows Field,USA
BLX,Belluno,Belluno,Italy
BLY,Belmullet,Belmullet,Ireland
BLZ,Blantyre,Chileka,Malawi
BMA,Stockholm,Bromma,Sweden
BMB,Bumba,Bumba,Congo (DRC)
BMC,Brigham City (UT),Brigham City,USA
BMD,Belo,Belo,Madagascar
BME,Broome,Broome,Australia
BMF,Bakouma,Bakouma,Central African Republic
BMG,Bloomington (IN),Bloomington,USA
BMH,Bomai,Bomai,Papua New Guinea
BMI,Bloomington-Normal (IL),Bloomington-Normal,USA
BMJ,Baramita,Baramita,Guyana
BMK,Borkum,Borkum,Germany
BML,Berlin (NH),Berlin,USA
BMM,Bitam,Bitam,Gabon
BMN,Bamerny,Bamerny,Iraq
BMO,Bhamo,Bhamo,Myanmar
BMP,Brampton Island,Brampton Island,Australia
BMQ,Bamburi,Bamburi,Kenya
BMR,Baltrum,Baltrum,Germany
BMS,Brumado,Brumado,Brazil
BMT,Beaumont (TX),Beaumont Muni,USA
BMU,Bima,Bima,Indonesia
BMV,Banmethuot,Phung-Duc,Viet Nam
BMW,Bordj Badji Mokhtar,Bordj Badji Mokhtar,Algeria
BMX,Big Mountain (AK),Big Mountain,USA
BMY,Belep Island,Belep Island,New Caledonia
BMZ,Bamu,Bamu,Papua New Guinea
BNA,Nashville (TN),Metropolitan,USA
BNB,Boende,Boende,Congo (DRC)
BNC,Beni,Beni,Congo (DRC)
BND,Bandar Abbas,Bandar Abbas,Iran
BNE,Brisbane,International,Australia
BNF,Baranof (AK),Warm Spring Bay SPB,USA
BNG,Banning (CA),Banning,USA
BNH,Hartford (CT),Barnes,USA
BNI,Benin City,Benin City,Nigeria
BNK,Ballina,Ballina,Australia
BNL,Barnwell (SC),Barnwell County,USA
BNM,Bodinumu,Bodinumu,Papua New Guinea
BNN,Bronnoysund,Bronnoy,Norway
BNO,Burns (OR),Burns,USA
BNP,Bannu,Bannu,Pakistan
BNQ,Baganga,Baganga,Philippines
BNR,Banfora,Banfora,Burkina Faso
BNS,Barinas,Barinas,Venezuela
BNT,Bundi,Bundi,Papua New Guinea
BNU,Blumenau,Blumenau,Brazil
BNV,Boana,Boana,Papua New Guinea
BNW,Boone IA,Boone,USA
BNX,Banja Luka,Banja Luka,Bosnia and Herzegovina
BNY,Bellona,Bellona,Solomon Islands
BNZ,Banz,Banz,Papua New Guinea
BOA,Boma,Boma,Congo (DRC)
BOB,Bora Bora,Motu-mute,French Polynesia
BOC,Bocas Del Toro,Bocas Del Toro,Panama
BOD,Bordeaux,Bordeaux Airport,France
BOE,Boundji,Boundji,Congo (ROC)
BOF,"Washington, DC",Bolling AFB,USA
BOG,Bogota,Eldorado,Colombia
BOH,Bournemouth,International,United Kingdom
BOI,Boise (ID),Air Terminal Gowen Field,USA
BOJ,Bourgas,Bourgas,Bulgaria
BOK,Brookings (OR),Brookings State,USA
BOL,Bally Kelly,Bally Kelly,United Kingdom
BOM,Mumbai,Chhatrapati Shivaji,India
BON,Bonaire,Flamingo International,Netherlands Antilles
BOO,Bodo,Bodo,Norway
BOP,Bouar,Bouar,Central African Republic
BOQ,Boku,Boku,Papua New Guinea
BOR,Belfort,Fontaine,France
BOS,Boston (MA),Logan International,USA
BOT,Boset,Boset,Papua New Guinea
BOU,Bourges,Bourges,France
BOV,Boang,Boang,Papua New Guinea
BOW,Bartow (FL),Bartow Municipal Airport,USA
BOX,Borroloola,Borroloola,Australia
BOY,Bobo Dioulasso,Borgo,Burkina Faso
BOZ,Bozoum,Bozoum,Central African Republic
BPA,Bethpage (NY),Grumman,USA
BPB,Boridi,Boridi,Papua New Guinea
BPC,Bamenda,Bamenda,Cameroon
BPD,Bapi,Bapi,Papua New Guinea
BPE,Bagan,Bagan,Myanmar
BPF,Batuna,Batuna Aerodrome,Solomon Islands
BPG,Barra Do Garcas,Barra Do Garcas,Brazil
BPH,Bislig,Bislig,Philippines
BPI,Big Piney (WY),Big Piney-Marbleton,USA
BPK,Biangabip,Biangabip,Papua New Guinea
BPM,Hyderabad,Begumpet (Hyderabad Old Airport),"Andhra Pradesh, India"
BPN,Balikpapan,Sepingan,Indonesia
BPS,Porto Seguro,Porto Seguro,Brazil
BPT,Beaumont (TX),Southeast Texas Regional Airport,USA
BPU,Beppu,Beppu,Japan
BPX,Bangda,Bangda,PR China
BPY,Besalampy,Besalampy,Madagascar
BQA,Baler,Baler,Philippines
BQB,Bussellton,Bussellton Airport,Australia
BQE,Bubaque,Bubaque,Guinea-Bissau
BQH,London,Biggin Hill,United Kingdom
BQI,Bagani,Bagani,Namibia
BQK,Brunswick (GA),Glynco Jetport,USA
BQL,Boulia,Boulia,Australia
BQN,Aguadilla,Borinquen,Puerto Rico
BQO,Bouna,Bouna,Cote d'Ivoire
BQQ,Barra,Barra,Brazil
BQS,Blagoveschensk,Blagoveschensk,Russia
BQT,Brest,Brest,Belarus
BQU,Port Elizabeth,Bequia Airport (James F. Mitchell),Saint Vincent and the Grenadines
BQV,Gustavus (AK),Bartlett SPB,USA
BQW,Balgo Hills,Balgo Hills,Australia
BRA,Barreiras,Barreiras,Brazil
BRB,Barreirinhas,Barreirinhas,Brazil
BRC,San Carlos DeBariloche,International,Argentina
BRD,Brainerd (MN),Crow Wing County,USA
BRE,Bremen,Bremen,Germany
BRF,Bradford,Bradford,United Kingdom
BRG,Whitesburg (KY),Municipal,USA
BRH,Brahman,Brahman,Papua New Guinea
BRI,Bari,Palese,Italy
BRJ,Bright,Bright,Australia
BRK,Bourke,Bourke,Australia
BRL,Burlington IA,Burlington,USA
BRM,Barquisimeto,Barquisimeto,Venezuela
BRN,Berne,Belp,Switzerland
BRO,Brownsville (TX),South Padre Is. International,USA
BRP,Biaru,Biaru,Papua New Guinea
BRQ,Brno,Metropolitan Area,Czech Republic
BRQ,Brno,Turany,Czech Republic
BRR,Barra,North Bay,United Kingdom
BRS,Bristol,Bristol,United Kingdom
BRT,Bathurst Island,Bathurst Island,Australia
BRU,Brussels,National,Belgium
BRV,Bremerhaven,Bremerhaven,Germany
BRW,Barrow (AK),Metropolitan Area,USA
BRW,Barrow (AK),Wiley Post/W.Rogers M,USA
BRX,Barahona,Barahona,Dominican Republic
BRY,Bardstown (KY),Samuels Field,USA
BRZ,Borotou,Borotou,Cote d'Ivoire
BSA,Bossaso,Bossaso,Somalia
BSB,Brasilia,International,Brazil
BSC,Bahia Solano,Bahia Solano,Colombia
BSD,Baoshan,Baoshan,PR China
BSE,Sematan,Sematan,Malaysia
BSF,Pohakuloa (HI),Bradshaw AAF,USA
BSG,Bata,Bata,Equatorial Guinea
BSH,Brighton,Brighton,United Kingdom
BSI,Blairsville (PA),Blairsville,USA
BSJ,Bairnsdale,Bairnsdale,Australia
BSK,Biskra,Biskra,Algeria
BSL,Basel/Mulhouse,EuroAirport Swiss,Switzerland
BSN,Bossangoa,Bossangoa,Central African Republic
BSO,Basco,Basco,Philippines
BSP,Bensbach,Bensbach,Papua New Guinea
BSQ,Bisbee (AZ),Bisbee Municipal Airport,USA
BSR,Basra,International,Iraq
BSS,Balsas,Balsas,Brazil
BST,Bost,Bost,Afghanistan
BSU,Basankusu,Basankusu,Congo (DRC)
BSV,Besakoa,Besakoa,Madagascar
BSW,Boswell Bay (AK),Boswell Bay,USA
BSX,Bassein,Bassein,Myanmar
BSY,Bardera,Bardera,Somalia
BSZ,Bartletts (AK),Bartletts,USA
BTA,Bertoua,Bertoua,Cameroon
BTB,Betou,Betou,Congo (ROC)
BTC,Batticaloa,Batticaloa,Sri Lanka
BTD,Brunette Downs,Brunette Downs,Australia
BTE,Bonthe,Bonthe,Sierra Leone
BTF,Bountiful (UT),Salt Lake Skypark,USA
BTG,Batangafo,Batangafo,Central African Republic
BTH,Batam,Hang Nadim,Indonesia
BTI,Barter Island (AK),Barter Island,USA
BTJ,Banda Aceh,Blang Bintang,Indonesia
BTK,Bratsk,Bratsk,Russia
BTL,Battle Creek (MI),WK Kellogg Regional,USA
BTM,Butte (MT),Butte,USA
BTN,Bennettsville (SC),Bennettsville,USA
BTO,Botopasie,Botopasie,Suriname
BTP,Butler (PA),Graham Field,USA
BTQ,Butare,Butare,Rwanda
BTR,Baton Rouge (LA),Metropolitan Airport,USA
BTS,Bratislava,Ivanka,Slovakia
BTT,Bettles (AK),Bettles,USA
BTU,Bintulu,Bintulu,Malaysia
BTV,Burlington (VT),International,USA
BTW,Batu Licin,Batu Licin,Indonesia
BTX,Betoota,Betoota,Australia
BTY,Beatty (NV),Beatty,USA
BTZ,Bursa,Bursa Airport,Turkey
BUA,Buka,Buka,Papua New Guinea
BUB,Burwell (NE),Municipal,USA
BUC,Burketown,Burketown,Australia
BUD,Budapest,Ferihegy,Hungary
BUE,Buenos Aires,Metropolitan Area,Argentina
BUF,Buffalo (NY),Greater Buffalo International,USA
BUG,Benguela,Gen. V. Deslandes (Benguela Airport),Angola
BUH,Bucharest,Metropolitan Area,Romania
BUI,Bokondini,Bokondini,Indonesia
BUJ,Boussaada,Ain Eddis,Algeria
BUK,Albuq,Albuq,Yemen
BUL,Bulolo,Bulolo,Papua New Guinea
BUM,Butler (MO),Butler,USA
BUN,Buenaventura,Buenaventura,Colombia
BUO,Burao,Burao,Somalia
BUP,Bhatinda,Bhatinda,India
BUQ,Bulawayo,Bulawayo,Zimbabwe
BUR,Burbank (CA),Burbank,USA
BUS,Batumi,Batumi,Georgia
BUT,Burtonwood,Burtonwood,United Kingdom
BUU,Buyo,Buyo,Cote d'Ivoire
BUV,Bella Union,Bella Union,Uruguay
BUW,Baubau,Baubau,Indonesia
BUX,Bunia,Bunia,Congo (DRC)
BUY,Bunbury,Bunbury,Australia
BUZ,Bushehr,Bushehr,Iran
BVA,Paris,Beauvais-Tille Airport,France
BVB,Boa Vista,Boa Vista,Brazil
BVC,Boa Vista,Rabil,Cape Verde
BVD,Beaver Inlet (AK),Sea Port,USA
BVE,Brive-La-Gaillarde,Laroche,France
BVF,Bua,Dama,Fiji
BVG,Berlevag,Berlevag,Norway
BVH,Vilhena,Vilhena,Brazil
BVI,Birdsville,Birdsville,Australia
BVK,Huacaraje,Huacaraje,Bolivia
BVL,Baures,Baures,Bolivia
BVM,Belmonte,Belmonte,Brazil
BVO,Bartlesville (OK),Bartlesville,USA
BVP,Bolovip,Bolovip,Papua New Guinea
BVR,Brava,Esperadinha,Cape Verde
BVS,Breves,Breves,Brazil
BVU,Beluga (AK),Beluga,USA
BVW,Batavia Downs,Batavia Downs,Australia
BVX,Batesville (AR),Municipal,USA
BVY,Beverly (MA),Beverly,USA
BVZ,Beverley Springs,Beverley Springs,Australia
BWA,Bhairawa,Bhairawa,Nepal
BWB,Barrow Island,Barrow Island,Australia
BWC,Brawley (CA),Brawley,USA
BWD,Brownwood (TX),Brownwood,USA
BWE,Braunschweig,Braunschweig,Germany
BWF,Barrow-In-Furness,Walney Island,United Kingdom
BWG,Bowling Green (KY),Warren County,USA
BWH,Butterworth,Butterworth,Malaysia
BWI,Baltimore (MD),Baltimore/Washington International,USA
BWJ,Bawan,Bawan,Papua New Guinea
BWK,Bol,Bol,Croatia
BWL,Blackwell (OK),Blackwell,USA
BWM,Bowman (ND),Bowman,USA
BWN,Bandar Seri Begawan,Brunei International,Brunei Darussalam
BWO,Balakovo,Balakovo,Russia
BWP,Bewani,Bewani,Papua New Guinea
BWQ,Brewarrina,Brewarrina,Australia
BWS,Blaine (WA),Blaine,USA
BWT,Burnie,Burnie Wynyard,Australia
BWU,Bankstown,Bankstown,Australia
BWY,Woodbridge,Bentwaters St,United Kingdom
BXA,Bogalusa (LA),George R Carr Air Field,USA
BXB,Babo,Babo,Indonesia
BXC,Boxborough,Boxborough,USA (MA)
BXD,Bade,Bade,Indonesia
BXE,Bakel,Bakel,Senegal
BXG,Bendigo,Bendigo,Australia
BXH,Balhash,Balhash,Kazakhstan
BXI,Boundiali,Boundiali,Cote d'Ivoire
BXJ,Burundai,Burundai,Kazakhstan
BXK,Buckeye (AZ),Buckeye,USA
BXL,Blue Lagoon,Blue Lagoon,Fiji
BXM,Batom,Batom,Indonesia
BXN,Bodrum,Imsik Airport,Turkey
BXR,Bam,Bam,Iran
BXS,Borrego Springs (CA),Borrego Springs,USA
BXT,Bontang,Bontang,Indonesia
BXU,Butuan,Butuan,Philippines
BXV,Breiddalsvik,Breiddalsvik,Iceland
BXX,Borama,Borama,Somalia
BXZ,Bunsil,Bunsil,Papua New Guinea
BYA,Boundary (AK),Boundary,USA
BYB,Dibaa,Dibaa,Oman
BYC,Yacuiba,Yacuiba,Bolivia
BYD,Beidah,Beidah,Yemen
BYG,Buffalo (WY),Municipal,USA
BYH,Blytheville (AR),Blytheville AFB,USA
BYK,Bouake,Bouake,Cote d'Ivoire
BYL,Bella Yella,Bella Yella,Liberia
BYM,Bayamo,C.M. de Cespedes,Cuba
BYN,Bayankhongor,Bayankhongor,Mongolia
BYQ,Bunyu,Bunyu,Indonesia
BYR,Laeso Island,Laeso Airport,Denmark
BYS,Fort Irwin (CA),Bicycle Lake AAF,USA
BYT,Bantry,Bantry,Ireland
BYU,Bayreuth,Bindlacher-Berg,Germany
BYW,Blakely Island (WA),Blakely Island,USA
BYX,Baniyala,Baniyala,Australia
BZA,Bonanza,San Pedro,Nicaragua
BZB,Bazaruto Island,Bazaruto Island,Mozambique
BZC,Buzios,Buzios,Brazil
BZD,Balranald,Balranald,Australia
BZE,Belize City,Philip S.W.Goldson International,Belize
BZG,Bydgoszcz,Bydgoszcz,Poland
BZH,Bumi Hills,Bumi Hills,Zimbabwe
BZI,Balikesir,Balikesir,Turkey
BZK,Briansk,Briansk,Russia
BZL,Barisal,Barisal,Bangladesh
BZM,Bergen Op Zoom,Woensdrecht,Netherlands
BZN,Bozeman (MT),Gallatin Field,USA
BZO,Bolzano,Bolzano,Italy
BZP,Bizant,Bizant,Australia
BZR,Beziers,Beziers Vias,France
BZS,"Washington, DC",Buzzards Pt S,USA
BZT,Brazoria (TX),Hinkles Ferry,USA
BZU,Buta,Buta,Congo (DRC)
BZV,Brazzaville,Maya Maya,Congo (ROC)
BZY,Beltsy,Beltsy,Moldova
BZZ,Brize Norton,RAF Station,United Kingdom
CAA,Catacamas,Catacamas,Honduras
CAB,Cabinda,Cabinda,Angola
CAC,Cascavel,Cascavel,Brazil
CAD,Cadillac (MI),Cadillac,USA
CAE,Columbia (SC),Metropolitan Airport,USA
CAF,Carauari,Carauari,Brazil
CAG,Cagliari,Elmas,Italy
CAH,Ca Mau,Ca Mau,Viet Nam
CAI,Cairo,International,Egypt
CAJ,Canaima,Canaima,Venezuela
CAK,Akron/Canton (OH),Akron/Canton Regional,USA
CAL,Campbeltown,Machrihanish,United Kingdom
CAM,Camiri,Camiri,Bolivia
CAN,Guangzhou,Baiyun,PR China
CAO,Clayton,Clayton,USA (NM)
CAP,Cap Haitien,Cap Haitien,Haiti
CAQ,Caucasia,Caucasia,Colombia
CAR,Caribou (ME),Municipal,USA
CAS,Casablanca,Anfa,Morocco
CAT,Cat Island,Cat Island,Bahamas
CAU,Caruaru,Caruaru,Brazil
CAV,Cazombo,Cazombo,Angola
CAW,Campos,Bartolomeu Lisandro,Brazil
CAX,Carlisle,Carlisle,United Kingdom
CAY,Cayenne,Rochambeau,French Guiana
CAZ,Cobar,Cobar,Australia
CBA,Corner Bay (AK),Corner Bay,USA
CBB,Cochabamba,J Wilsterman,Bolivia
CBC,Cherrabun,Cherrabun,Australia
CBD,Car Nicobar,Car Nicobar,India
CBE,Cumberland (MD),Wiley Ford,USA
CBF,Council Bluffs IA,Municipal,USA
CBG,Cambridge,Cambridge,United Kingdom
CBH,Bechar,Leger,Algeria
CBI,Cape Barren Island,Cape Barren Island,Australia
CBJ,Cabo Rojo,Cabo Rojo,Dominican Republic
CBK,Colby (KS),Municipal,USA
CBL,Ciudad Bolivar,Ciudad Bolivar,Venezuela
CBM,Columbus (MS),Columbus AFB,USA
CBN,Cirebon,Penggung,Indonesia
CBO,Cotabato,Awang,Philippines
CBP,Coimbra,Coimbra,Portugal
CBQ,Calabar,Calabar,Nigeria
CBR,Canberra,Canberra,Australia
CBS,Cabimas,Oro Negro,Venezuela
CBT,Catumbela,Catumbela,Angola
CBU,Cottbus,Cottbus-Drewitz Airport,Germany
CBV,Coban,Coban,Guatemala
CBW,Campo Mourao,Campo Mourao,Brazil
CBX,Condobolin,Condobolin,Australia
CBY,Canobie,Canobie,Australia
CBZ,Cabin Creek (AK),Cabin Creek,USA
CCA,Fort Chaffee (AR),Chaffee AFB,USA
CCB,Upland (CA),Cable,USA
CCC,Cayo Coco,Cayo Coco,Cuba
CCD,Los Angeles (CA),Century City,USA
CCE,St. Martin,Grand Case,Guadeloupe
CCF,Carcassonne,Salvaza,France
CCG,Crane (TX),Crane County Airport,USA
CCH,Chile Chico,Chile Chico,Chile
CCI,Concordia,Concordia,Brazil
CCJ,Kozhikode,Kozhikode,India
CCK,Cocos Islands,Cocos Islands,Cocos (Keeling) Islands
CCL,Chinchilla,Chinchilla,Australia
CCM,Criciuma,Criciuma,Brazil
CCN,Chakcharan,Chakcharan,Afghanistan
CCO,Carimagua,Carimagua,Colombia
CCP,Concepcion,Carriel Sur,Chile
CCQ,Cachoeira,Cachoeira,Brazil
CCR,Concord (CA),Buchanan Field,USA
CCS,Caracas,Simon Bolivar Airport,Venezuela
CCT,Colonia Catriel,Colonia Catriel,Argentina
CCU,Kolkata (Calcutta),Netaji Subhas Chandra,India
CCV,Craig Cove,Craig Cove,Vanuatu
CCW,Cowell,Cowell,Australia
CCX,Caceres,Caceres,Brazil
CCY,Charles City IA,Municipal,USA
CCZ,Chub Cay,Chub Cay,Bahamas
CDA,Cooinda,Cooinda,Australia
CDB,Cold Bay (AK),Cold Bay,USA
CDC,Cedar City (UT),Cedar City,USA
CDD,Cauquira,Cauquira,Honduras
CDE,Caledonia,Caledonia,Panama
CDF,Cortina d'Ampezzo,Fiames,Italy
CDG,Paris,Charles De Gaulle,France
CDH,Camden (AR),Harrell Fld,USA
